user_id,City,User Longitude,User Latitude,restaurant,Resturant Longitude,Resturant Latitude,Categories,Special Diets,rating,restaurant_id
1944,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.1,0
1945,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.1,0
1946,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.2,0
1947,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.8,0
1951,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.8,0
1956,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.1,0
1966,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.8,0
1971,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4,0
1974,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.6,0
1978,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.7,0
1980,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.8,0
1982,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.6,0
1990,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
1994,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.6,0
1998,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.4,0
1999,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2001,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.3,0
2010,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4,0
2012,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.6,0
2013,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.5,0
2015,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.3,0
2018,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.8,0
2022,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.6,0
2023,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2027,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.7,0
2030,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.6,0
2034,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.7,0
2036,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.3,0
2038,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2041,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.5,0
2044,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",2.8,0
2045,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2047,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.6,0
2050,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.4,0
2052,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.5,0
2056,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2057,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2061,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.5,0
2063,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.8,0
2072,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.5,0
2075,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2084,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4,0
2089,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2091,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.7,0
2092,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.4,0
2094,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.5,0
2096,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.3,0
2102,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.1,0
2103,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.2,0
2105,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4,0
2107,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.1,0
2109,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.3,0
2114,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.8,0
2115,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.1,0
2116,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.6,0
2117,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.1,0
2118,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2120,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.6,0
2121,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4,0
2122,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2125,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.1,0
2130,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.1,0
2135,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2137,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.4,0
2138,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4,0
2141,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.4,0
2142,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.3,0
2146,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.7,0
2154,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.5,0
2155,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.7,0
2157,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.1,0
2160,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.3,0
2166,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.7,0
2175,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.8,0
2177,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.8,0
2179,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.3,0
2183,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.3,0
2184,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4,0
2194,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.5,0
2207,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4,0
2212,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.1,0
2218,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.4,0
2221,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4,0
2223,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.5,0
2237,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4,0
2240,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.3,0
2241,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.7,0
2242,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.8,0
2247,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.2,0
2255,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2262,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.1,0
2264,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.9,0
2265,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.6,0
2268,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.3,0
2270,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.2,0
2272,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.3,0
2276,Jeddah,39.28338755,21.33450779,Khayal Restaurant,39.14106006,21.60958324,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.4,0
