user_id,business_id,rating
Fa2-VD8cqcn98vqciVn3Gw,L-YdO_NODKXXT3bkS0nUpg,4.0
2CFwsRDJRYPeNIEgYgaV9g,UuWNE12-HI-4UPilREGX5g,1.0
AecE6t97JJRjuRVqFJbkew,2KIDQyTh-HzLxOUEDqtDBg,5.0
gimx7Hd2FnECUAnMOEGpfw,Bda92vtAuK-FcXAw_D0Pxw,2.0
ZwFzhwP-YVSM3oj_k42tnA,YtSqYv1Q_pOltsVPSx54SA,1.0
WZ4vEAuJdBgHrnIZlBQLig,_aKr7POnacW_VizRKBpCiA,5.0
eIa4QJXp5ZNmuFORnuPvDA,34Eqv8jXgxg_EEwcsNgeeg,4.0
dTS96BwskmWbiY9MeROKsg,eaDZlSuVS0EY67Ke6pRP6Q,5.0
k6zylNUQpAXgRrT83eaD2A,fXVKXTu4I6_QbzT4N98_HA,5.0
l2JpmmYO-5OXSYehBvTfcQ,TqgsB91kKWjU4aKGR4GCgQ,2.0
t9Qrz3zLtOnlmEeKfDCtFA,QHzOlsTXfspSOMJ5SCxeCQ,4.0
V76d6c4i9B7CxFoZMFwOig,O6hY9yenifuRXrpc4TfgsQ,5.0
bYENop4BuQepBjM1-BI3fA,vXpMmtc6-m3YiUe6ze44pw,4.0
qjfMBIZpQT9DDtw_BWCopQ,llYsxQ0IuKh0HXULlqu6fw,3.0
JQvMNDFsvT_njvRgWUir3A,i221dg3tgAMZLG-zeS5k3g,3.0
t9Qrz3zLtOnlmEeKfDCtFA,xbRbvXSAVZBEwaUUn3mzbg,5.0
bYENop4BuQepBjM1-BI3fA,IFKCqDKdrAOtph_TEi8ycw,4.0
X4c4PGQwcz91omgiNxwrbg,OAHRMd971k-yDQwRxzgc2g,2.0
bYENop4BuQepBjM1-BI3fA,vuAI70USd3my2Kb9_9zajw,4.0
7Bfx7CLkk9Ctb_B-OZzvjQ,QGUj9Za0iG_OJz0CqujE_Q,5.0
bbPl-oSG4eLJL1uWupxiwg,EtKSTHV5Qx_Q7Aur9o4kQQ,2.0
PifSfXxEUKOoYg-gJ4cjUQ,cXSyVvOr9YRN9diDkaWs0Q,4.0
0sAUF_yzU7nlac8Hg-FUvg,WHkMM8OCQhZMsSPnwItsKg,1.0
FtD1Zn_QBc_gIddgqxfdmg,ypEtkQK37INcwFgyCwiFiA,4.0
7vcUoEoX9fN8WvjZVfiiYg,hUX1yAimviBIhb21D_KtcQ,4.0
Pv3PBDhoCXmnjxmifIqzvw,54XgUhaR0kDqw8bgbAEAtg,2.0
KFHHU1Jzflq1yR8NKe9PXw,JUlsvVAvZvGHWFfkKm0nlg,3.0
tgQCOD9uiN8rFz16Mlr3aw,P0yKtQ4cFjNTY1X2CIdzBw,4.0
DTvYk_Gx9mJgB9fn555ppg,c8rjE6NcfeyzLB_aU1GdMA,3.0
qjfMBIZpQT9DDtw_BWCopQ,VOGWnQHijIpURf4eNSvIaw,3.0
n1dDZfXcqw2A3iNwU5xlzg,j8JOZvfeHEfUWq3gEz6ABQ,5.0
Zaqw5-SxdGgxo4nCxMLwhw,W5tIz4sl1yRW_fOXHoGVzQ,5.0
5e_CsuZKRugN52jhQZfypA,jULIPydhMj18KOI5OHTwfA,5.0
7y0ijKRYM4MieYX3xRKvWw,n-iPn34tLaqnq-dI8m8Bkw,4.0
kRc5fRDabRZhd6X9Uca2jQ,j-PaHu9iyJBlzKJZYN2smA,5.0
xnOQCaF7PrzG2aN2d4lR2g,jsUzVBGEIoer6l_fxbad2A,4.0
t9Qrz3zLtOnlmEeKfDCtFA,qppGA9vCUPfw9ngOy_R90w,5.0
1D-bo9YZKRC4Q6FOTL05RA,V8H6z5ulGJEkaFUyRfmLKw,2.0
UsNEqtxZfX6LiUWSVEF_pg,3y61A28PQDZ4weeeTRfIlA,2.0
TmdJhSSDABdUwuci8HhbBw,gGyqnAlpFrka_qzpO7j4lQ,5.0
JXYL85tq8ELFhZBMm5YRTQ,gGyqnAlpFrka_qzpO7j4lQ,5.0
tJhLQ5d-w9W0uqTgPaNFnQ,9gObo5ltOMo6UgsaXaHPWA,4.0
mawCwYyYI4doLtRi-QPxMw,_fAhTRXw4bDaxqmzseSWJg,1.0
cMKipD6fZtYb2sLJFmqx7A,nk2a2nI1jfln9zLpxEvTnw,5.0
mzr_D0K2Hyu56GwJfWUT8Q,A21srfWbl97OWsCn2lK-0Q,2.0
mlCU1dITrXxLUxfezsnMXw,Z5po0aTuzKKblek5y6Sp8Q,4.0
Pv3PBDhoCXmnjxmifIqzvw,7l-j0MBJr8KR7Hzk4uaaAQ,1.0
5Tm3MXS37BoVPAAqmYZpgw,skN2XhKXlcjf53uIwzAedw,5.0
n1dDZfXcqw2A3iNwU5xlzg,Q-prSTdggNlxAEFV88BZOw,5.0
wQebFZNqAF1j0rXWU881cg,Is7ToKsGC9Yeg3ULVl9VQA,1.0
qjfMBIZpQT9DDtw_BWCopQ,sophKEDc2rBDe-cuOaJDkA,5.0
vmHUDqMjhjcSCuVIjk-nWQ,vgZwA2X7X5oGcui9BDBgbw,5.0
q91tQNboB-0HWtM8cXRjdg,UN2UmcNSI_7HKdfVvLbkgw,3.0
OtKmn6lfRvuC6H91f6rUVg,8uF-bhJFgT4Tn6DTb27viA,5.0
QiTswK0qYfWh3MCGngbjoQ,6xrDP4-S2mky3wOprv686A,3.0
Rt0PpJjvf2qVeqQqQOgcgQ,AlxnbBd2JNkozNvI0OvRLQ,3.0
ePnjWC301BG1moAzrt4asA,EKbb62ui8LgHk3B7OJMyBw,5.0
KFHHU1Jzflq1yR8NKe9PXw,-Or44IdY51Ukd618kikmtA,1.0
Rg_GQVm232ZzyVKN_eT-hQ,t0XZeA0MP0P66QyLQn_NUw,5.0
Lmao9-TJYor1KxYuX4AwHA,Hh-LHf0bUYoyOnm3DITuXw,5.0
7EEpomEQHGWRImT2AWUNKA,MkJ5kdhX3Jl48ykeMEVVIw,5.0
GQi4YwVhb-YWJhazvOegDQ,V378VWx4D8BstWNRFwDULg,4.0
Fa2-VD8cqcn98vqciVn3Gw,8JEOmVGQffkr6xtn4vvplQ,5.0
l2JpmmYO-5OXSYehBvTfcQ,_rkjLrft2ZgHcLBLF9amXw,1.0
8E1Ye-GBD5I6AkXNDqE-aw,wITX_5zymQu_JVfn569Vpg,4.0
bYENop4BuQepBjM1-BI3fA,cXsrd3SqPh778u2yaiAslA,4.0
MOoTTr8F9RYLDmYD4kIu_g,C3dGeJ5FnETZ4rpwR5dQWw,2.0
LcX1jd5_uAaQDDa4bFySQg,Q-prSTdggNlxAEFV88BZOw,5.0
0mQJsaAqYNfx-lnn-DlsEQ,g4KzJc8y7BhW66ieNIwJEA,1.0
WLMQoCTdW4zjGytp59JGZg,BWITd9JUXP3gSi1z3Y-z8g,1.0
jmfSFbafenv2Sev_GSsvYg,DytKODMqcvQ7MWA0NN2uNw,2.0
L7cSC0zxOIzeE8utsLxuSQ,rdtMeOwRcXw4mJVxiBQ_IQ,5.0
DcWii5xmpBS4kKqJk0diuw,Y3ZCO17N1_T_Ms1JmswwzA,5.0
g1D_MnNHu-jgmEB08SRe4g,pnxL0sjTp4EjL93PvdQe-w,2.0
E5MwIwYX-bJnslhVMPko3w,COclRBaXBjYpomS4syUmvg,5.0
bbPl-oSG4eLJL1uWupxiwg,4RMHlggaIdNibPUJPVEd6w,4.0
bYENop4BuQepBjM1-BI3fA,vuAI70USd3my2Kb9_9zajw,4.0
5aSYEds9c0KTFPp9dDtmsA,kpK6SmxIiNoGPNhlEGiL4w,5.0
WCZykyxUYK_CzsI9wps5-w,uaipZDBSvzDzUUlazpyGCg,4.0
RsD0G4iNpRPh0WzFULaN0w,-ujBP1Dw0j1-Ffaz97-LXQ,4.0
39LJlMKpR7lUOnozeQHS8Q,syuKX2pH3JJhOOppzNI6SA,5.0
t9Qrz3zLtOnlmEeKfDCtFA,Uc6PdjT_MO5bRPQsUUEy5Q,5.0
qjfMBIZpQT9DDtw_BWCopQ,7pTSUbvuKYowZfN0bGSy8w,3.0
oi0-rLXouQTpyrBDArdcwQ,39h2Z2P3WXTql6m42HGkOA,5.0
PcsjeMju_N9ce6MmW9Nxzg,0cB1kDuZCvSwpJrNdtQP8Q,1.0
6TRadZeRVizKGeK11kk6XQ,6iqDIQCE8sq7Xq1xvhG1Tg,5.0
g1D_MnNHu-jgmEB08SRe4g,btKI0khzu_4GXch0Ip1i5Q,2.0
yNEuxv_oq2w2bVkMy7Gz6A,RZtGWDLCAtuipwaZ-UfjmQ,3.0
bYENop4BuQepBjM1-BI3fA,vD2jzpPv4iyOLKzITscGvA,4.0
bYENop4BuQepBjM1-BI3fA,G503RdNVGztzLuBfNY4l3A,5.0
qjfMBIZpQT9DDtw_BWCopQ,hpTU_2MMC9mtWQGq5Jr3ZQ,5.0
UVaMnvQhaCuar9INQQcUmQ,frP495KRIim9ebe-XAcVyw,4.0
WZ4vEAuJdBgHrnIZlBQLig,GV-e7Op4aU98xkjjoKlRhA,5.0
RSeIHiXxsGy28gHKh6G9IA,v72HalBu5fQIFTD-oqhSgQ,3.0
bYENop4BuQepBjM1-BI3fA,d3v51cMiLdNvn0GevIQDeg,3.0
qjfMBIZpQT9DDtw_BWCopQ,Ok0y3WvijsjmUpGAwlAZOQ,4.0
bYENop4BuQepBjM1-BI3fA,d3v51cMiLdNvn0GevIQDeg,3.0
qjfMBIZpQT9DDtw_BWCopQ,V378VWx4D8BstWNRFwDULg,3.0
2uplA-Dt6LAy8JsYQOrftQ,OiNrqVY54pHo5bsxH9zmCg,1.0
pu-cvYOxCSZkuapABxVZ-w,5Ci7D6Ti15QURk_gysvxyg,5.0
sEyHTyMF3nQ0kMjAEZx6Tg,jMZ56S8Y1t7cA1Ob-d-qeA,1.0
bYENop4BuQepBjM1-BI3fA,vD2jzpPv4iyOLKzITscGvA,5.0
D8oHxPqd0P8bafU1CyVpBw,1XttS5NTqLxhyNb-Rt2fOQ,5.0
AecE6t97JJRjuRVqFJbkew,Mha77MN_BYGB-w7DONZ5YA,4.0
qjfMBIZpQT9DDtw_BWCopQ,lK1upWouk_UiwJK4HpZYzw,4.0
jmfSFbafenv2Sev_GSsvYg,p4_cwv_NAFduuDz5RcTLeg,1.0
IwDBZfpm4vgTm9L6aF3pqg,HCqmx4ENAZ76SAjoalj-MQ,3.0
-PKqpPxTS_u3_bHFf8Daow,gY6xgzPZXPv-8R70cADfqA,5.0
_YdmOf9xwZbb8K04feHXlA,OKPUO8zvBBL-OA6-SfDx8Q,4.0
Wwdyz_DaKIHtZ8cWOc4ylA,lTVHJAvtFQbQb6cPstEXyA,1.0
kWBXeCIyU2FnfCxFPjaDAA,04UD14gamNjLY0IDYVhHJg,5.0
bYENop4BuQepBjM1-BI3fA,lEmpcnfaI6AHu4D5YUc7fg,4.0
qjfMBIZpQT9DDtw_BWCopQ,2pXrwBssKTp30uxbQgl6kw,2.0
qjfMBIZpQT9DDtw_BWCopQ,DVG3oqNuDZbTDe3zCUZsng,4.0
5J0cFl5_-gV7uKgAFscsMQ,pvBE6sohm1UGUK7OaN5AIg,4.0
5aSYEds9c0KTFPp9dDtmsA,F0AAzMdhv2RyjwHVned5bQ,4.0
E9dAV9h6d_WFi_IIqKfBQw,7IdIGemGZodDAA_9mJCigA,4.0
bbPl-oSG4eLJL1uWupxiwg,A0F-h3xJm_6gHDKcDQwSrQ,4.0
jSuezhXdzC3crSmZO50_Dw,azEWQ-v2J-Y-K4rXeaYf_Q,4.0
GUFEcMI95od8d7RgNRE7bg,xkTjLbBC7uB-rAIDqAm-sw,5.0
lXGVQKE-F6UTh-TfbtyVoA,nBR2-rNXMfERz-UOgjHC6A,5.0
n1dDZfXcqw2A3iNwU5xlzg,yDHINEt7By47My7x4Mb8oA,4.0
srTJtu9lzsJKem20klMPdQ,piUZEndStsWNnRUwOPk8jA,4.0
l2JpmmYO-5OXSYehBvTfcQ,WDXC3W5lDt2pK2qvw6ds3Q,5.0
-PKqpPxTS_u3_bHFf8Daow,yS0TsUzKBQlHQCZZeBrxww,4.0
wQebFZNqAF1j0rXWU881cg,tP9Sn0KzL2GzImUGchXYMQ,4.0
SSeUZBpQmk-u2wlsg5xbRQ,xkTjLbBC7uB-rAIDqAm-sw,5.0
d7pwh_3IUKmJaLrYRW2GaA,8dEzIcKIHuOkDqLytnK_nA,5.0
dhzVnEx4UrTsHLMDeUJZdw,XwoXi0M66RU6Gouq-DSDHw,1.0
DTvYk_Gx9mJgB9fn555ppg,iDWoZtq35FBj3vShT5oU8g,4.0
Is5kCsODInimo9-nZf0oeA,O286wXm4mcznQn_1JieD1g,4.0
7hTmU8u2azei3RFzEa6XcQ,lGbI4ub1FaTRh51GqmbXeA,5.0
8d4CH_pszqpq6T646O7GVA,bnyT03UR23AWNGN9EJFrAQ,5.0
Ldb7tKXRTxt1FhbAmHYa5g,NSOQiCdvojQjKOAXcr8WVQ,5.0
4CSOoYMj1p2LLHsEw1qCRA,_rkjLrft2ZgHcLBLF9amXw,5.0
NmWq8MYyckcaiSJS9nG8wg,jGewGnIYcf9LFBcR8lMC5g,2.0
bWmmKhZeu3aI6iFBjkP-Ag,W8Z4rXYkmZlEVSaxIVjyvg,5.0
Z0pPx5DfmYgQIKGu5aSa_A,1T9F7iLDFAYWJvif1RKneg,5.0
Jov0GUsOsJTNm6Trl6KUtw,WjsuXPWARyEYSesvfLVYkg,5.0
DCA6X7h8bjYMru1-b8SRqA,eqNutOMnPqKa9QDAY6KfEw,5.0
tyOJEASerLdZJsOE3izaLw,aIflpZXlmofFGelTlqgGEQ,5.0
Lmao9-TJYor1KxYuX4AwHA,2S_CEQYBbp8RO1bJm_1mng,5.0
8zZkqEBkDoaCbEnsOuRvUw,UCMSWPqzXjd7QHq7v8PJjQ,5.0
iePuQM6awW0l3Rysrxc5ow,wwQ8eM8y4sYIKc3W4TLsfA,1.0
zc-myl1vQUsWEa7srqQZjA,Jy1Cu7KvaVlYCyze8-3krQ,3.0
xnOQCaF7PrzG2aN2d4lR2g,VJEzpfLs_Jnzgqh5A_FVTg,4.0
mq--YNqsMPLpuK8fqaO8IQ,AWJyivVwe3t9BO-k8D0ynQ,5.0
1K5D_Ama82o0lUtT3t4JYg,htO_nlxkEsYHzDrtbiUxew,5.0
s_LR8XkR4C2uRMyHj4a12Q,8pLHRpAe6YPL0FVOKkyVKw,4.0
lm7D8dK5EYmw7lAv6_WQvQ,VJDGI6EPMa28KbNrLrITEQ,4.0
k8G_0rNG5T1nJ_uonl-_7g,bT3pKLDsjk7JKfbVaHf9Lw,5.0
uJDVCKqUdD4lVxLCFdoNuw,Y-2Vjxwv5TbV_Wfnxei6Vg,5.0
5qhlMMo7S3q3sBqXYCO2LA,oRZzKWdyMQld6N_y4UWkAg,4.0
Z0pPx5DfmYgQIKGu5aSa_A,JJNCJWaH2KV44r9aeEBlqA,1.0
M4z5AL2FZB1P-AG8l6MlCQ,Zm-x_JksUkuaav95QT5piA,5.0
erL4yRxNOfYJjYk6dqsYrg,54uh_sLGSRv_XgCz7jkH-g,5.0
aZZEZQyR6yi-N4CSP0sXxQ,2dlQX5sP9X6Dlm1MmNOlSw,5.0
NDyC-xC_mhyZvs04ww98hw,Tqt99-TsbRT4bmsXHyA1lA,2.0
KwUjVXDiqKqG13gMLx3sIw,S2Ho8yLxhKAa26pBAm6rxA,2.0
0sAUF_yzU7nlac8Hg-FUvg,WHkMM8OCQhZMsSPnwItsKg,4.0
nX5d6CZfIeerRsQ6jM0AQA,cXSyVvOr9YRN9diDkaWs0Q,3.0
qjfMBIZpQT9DDtw_BWCopQ,j9Kaj_6tSeXmVMYCgZithg,2.0
IFh8kiTHNguv0NiJ0TPxnw,Dv6RfXLYe1atjgz3Xf4GGw,5.0
qF0zZHtqaMbFF3UePDCaHg,TrBIfq2XPO854CcnaOULIw,4.0
tTPqu5hCnf7Ba4IahGd7aQ,GYAX9mPGYx9VfwDiuIl_9Q,4.0
nX5d6CZfIeerRsQ6jM0AQA,J2Jl-zmU7bjKsc9JZ65c-Q,2.0
EryvaUTsMnk26eiauFWapQ,z3MQ4dmYICABaayF66NV3A,5.0
Gix3hMYtxiiQd4Pg626GfQ,5QCLmv-JrdY0ZGc_D5__iw,3.0
WZ4vEAuJdBgHrnIZlBQLig,nX2105_S9lUhB5rbhC2n2w,5.0
ULjf8op0QDJqgeXAVLeCFA,34Eqv8jXgxg_EEwcsNgeeg,5.0
xjcwluh9jVuPUKq-Q8jLvQ,UEgiQRvpAeaq-QyEvm7Ysw,4.0
xsMd6OnEJ6_Np6Es0uxOIg,PY9GRfzr4nTZeINf346QOw,4.0
7y0ijKRYM4MieYX3xRKvWw,A9rVxmIBtHZRvNhbBaGAWg,5.0
E5MwIwYX-bJnslhVMPko3w,pafrjSu3h0v0N8GR3ghNtQ,5.0
